id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
342965,Male,37,1,28.0,0,1-2 Year,Yes,42881.0,122.0,127,1
158171,Male,45,1,2.0,0,1-2 Year,Yes,28307.0,122.0,21,0
189776,Female,48,1,8.0,0,1-2 Year,Yes,45536.0,4.0,271,1
63117,Female,22,1,43.0,1,< 1 Year,No,25835.0,152.0,72,0
262726,Male,33,1,11.0,1,< 1 Year,No,27632.0,152.0,167,0
348714,Female,76,1,28.0,1,1-2 Year,No,36637.0,26.0,87,0
151852,Female,25,1,35.0,1,< 1 Year,No,31284.0,152.0,121,0
322461,Male,59,1,28.0,0,1-2 Year,Yes,54504.0,26.0,140,0
12537,Male,56,1,18.0,0,> 2 Years,Yes,28825.0,155.0,128,0
368359,Male,29,1,46.0,0,1-2 Year,Yes,2630.0,156.0,152,0
343177,Female,48,1,47.0,0,1-2 Year,Yes,20636.0,26.0,293,0
77937,Male,29,1,8.0,1,< 1 Year,No,39060.0,152.0,95,0
210103,Male,46,1,28.0,0,1-2 Year,No,55220.0,26.0,117,0
361111,Female,24,1,33.0,1,< 1 Year,No,31281.0,152.0,57,0
212023,Male,41,1,28.0,0,1-2 Year,Yes,35521.0,124.0,141,0
90216,Male,56,1,28.0,0,1-2 Year,Yes,39174.0,26.0,96,1
48699,Male,24,1,2.0,0,< 1 Year,Yes,32072.0,152.0,109,0
70506,Male,25,1,9.0,0,< 1 Year,Yes,40459.0,152.0,38,0
49371,Female,22,1,14.0,0,< 1 Year,Yes,24895.0,26.0,204,0
350281,Female,25,1,15.0,0,< 1 Year,Yes,29563.0,152.0,197,0
294542,Female,26,1,35.0,0,< 1 Year,Yes,21822.0,152.0,123,0
180217,Female,44,1,18.0,0,1-2 Year,Yes,31262.0,124.0,130,0
262098,Male,39,1,28.0,0,1-2 Year,Yes,33318.0,122.0,31,0
219349,Male,74,1,48.0,1,1-2 Year,No,2630.0,15.0,41,0
353057,Male,46,1,28.0,0,1-2 Year,Yes,50800.0,124.0,279,0
225140,Male,24,1,49.0,1,< 1 Year,No,32262.0,160.0,79,0
1553,Female,29,1,35.0,1,< 1 Year,No,24133.0,152.0,227,0
178426,Female,33,1,0.0,1,< 1 Year,No,2630.0,152.0,201,0
241785,Female,36,1,41.0,1,1-2 Year,No,41942.0,152.0,193,0
340547,Male,43,1,8.0,0,1-2 Year,Yes,29807.0,26.0,48,0
123266,Female,78,1,28.0,1,1-2 Year,No,28099.0,26.0,255,0
352091,Male,43,1,36.0,0,1-2 Year,Yes,54803.0,26.0,99,1
87066,Male,25,1,9.0,1,< 1 Year,No,50040.0,152.0,273,0
367764,Female,37,1,38.0,1,1-2 Year,No,2630.0,156.0,215,0
93969,Female,40,1,28.0,0,1-2 Year,Yes,28755.0,26.0,257,0
50103,Male,32,1,41.0,0,1-2 Year,Yes,27209.0,124.0,51,1
45295,Female,23,1,25.0,1,< 1 Year,No,31321.0,152.0,17,0
8936,Female,25,1,48.0,1,< 1 Year,No,2630.0,152.0,92,0
175409,Male,25,1,45.0,0,< 1 Year,Yes,2630.0,152.0,222,1
198062,Male,22,1,14.0,1,< 1 Year,No,29643.0,160.0,275,0
212618,Male,50,1,7.0,0,1-2 Year,Yes,32373.0,26.0,47,0
302605,Male,39,1,50.0,0,1-2 Year,Yes,40093.0,8.0,79,0
181599,Female,24,1,41.0,1,< 1 Year,No,36640.0,152.0,214,0
230973,Male,34,1,29.0,0,1-2 Year,Yes,33264.0,124.0,179,1
298208,Female,22,1,36.0,0,< 1 Year,No,41299.0,152.0,110,0
341274,Male,23,1,15.0,1,< 1 Year,No,32616.0,152.0,45,0
123694,Female,33,1,28.0,0,< 1 Year,Yes,30939.0,26.0,10,0
174543,Male,25,1,12.0,0,< 1 Year,Yes,29612.0,152.0,259,0
230162,Female,34,1,7.0,0,1-2 Year,Yes,2630.0,152.0,294,0
366978,Male,51,1,28.0,1,1-2 Year,No,46375.0,124.0,70,0
30602,Female,22,1,28.0,0,< 1 Year,Yes,44768.0,152.0,298,0
169344,Female,33,1,15.0,1,< 1 Year,No,41396.0,152.0,144,0
179528,Female,67,1,28.0,0,1-2 Year,No,28629.0,122.0,85,0
48637,Female,42,1,28.0,1,1-2 Year,No,48694.0,52.0,77,0
278341,Female,26,1,3.0,0,< 1 Year,No,22609.0,152.0,241,0
280244,Male,77,1,28.0,0,> 2 Years,Yes,2630.0,122.0,97,0
211049,Female,22,1,47.0,0,< 1 Year,Yes,29729.0,152.0,87,0
127127,Male,45,1,28.0,0,1-2 Year,Yes,53324.0,124.0,205,1
229551,Female,32,1,4.0,0,1-2 Year,Yes,2630.0,156.0,35,0
33498,Male,64,1,46.0,1,1-2 Year,Yes,2630.0,26.0,191,0
176877,Female,24,1,14.0,1,< 1 Year,No,22005.0,152.0,92,0
118777,Female,24,1,8.0,0,< 1 Year,Yes,32650.0,152.0,92,0
91833,Female,21,1,30.0,1,< 1 Year,No,19590.0,160.0,265,0
256070,Female,32,1,41.0,1,< 1 Year,No,30091.0,152.0,183,0
358560,Female,22,1,6.0,1,< 1 Year,No,41313.0,152.0,221,0
257860,Male,23,1,14.0,1,< 1 Year,No,22948.0,151.0,140,0
190206,Female,43,1,28.0,0,1-2 Year,Yes,34767.0,124.0,285,0
35631,Female,42,1,46.0,0,1-2 Year,Yes,2630.0,124.0,50,1
217227,Male,23,1,50.0,1,< 1 Year,No,25117.0,152.0,56,0
270975,Female,21,1,3.0,1,< 1 Year,No,46798.0,160.0,27,0
85725,Male,39,1,41.0,0,1-2 Year,Yes,31951.0,124.0,231,1
265539,Male,26,1,37.0,1,< 1 Year,No,43633.0,152.0,103,0
95860,Male,48,1,14.0,0,1-2 Year,No,2630.0,124.0,297,0
68139,Female,22,1,8.0,0,< 1 Year,Yes,38939.0,152.0,60,0
130472,Female,45,1,46.0,1,1-2 Year,No,44638.0,11.0,197,0
181187,Female,34,1,20.0,0,< 1 Year,Yes,2630.0,152.0,290,0
217063,Male,64,1,26.0,1,1-2 Year,No,2630.0,22.0,219,0
331926,Male,20,1,30.0,1,< 1 Year,No,24432.0,160.0,91,0
245455,Male,58,1,30.0,1,1-2 Year,Yes,2630.0,156.0,14,0
145346,Male,44,1,31.0,1,1-2 Year,No,2630.0,26.0,297,0
268931,Female,21,1,15.0,0,1-2 Year,Yes,52773.0,124.0,10,0
379778,Male,52,1,46.0,1,1-2 Year,No,29232.0,152.0,219,0
155389,Female,22,1,30.0,1,< 1 Year,No,34534.0,152.0,257,0
305875,Male,24,1,47.0,0,< 1 Year,Yes,37076.0,160.0,37,0
102162,Female,24,1,9.0,0,< 1 Year,Yes,26600.0,152.0,256,0
196965,Female,30,1,30.0,0,< 1 Year,Yes,38150.0,26.0,108,1
170474,Female,26,1,41.0,1,< 1 Year,No,43151.0,152.0,45,0
48451,Female,20,1,49.0,0,< 1 Year,No,2630.0,160.0,131,0
327777,Female,36,1,2.0,0,1-2 Year,Yes,24772.0,31.0,81,1
294102,Male,79,1,28.0,0,1-2 Year,No,38765.0,124.0,193,0
370262,Female,28,1,50.0,0,< 1 Year,Yes,36218.0,152.0,22,0
304998,Female,25,1,6.0,1,< 1 Year,No,25502.0,152.0,136,0
202747,Female,30,1,6.0,0,< 1 Year,Yes,41467.0,152.0,29,1
59829,Male,50,1,28.0,1,1-2 Year,No,66635.0,124.0,102,0
79248,Female,46,1,35.0,0,1-2 Year,Yes,33768.0,26.0,61,1
80208,Male,31,1,15.0,0,< 1 Year,Yes,32188.0,124.0,132,0
245532,Male,21,1,2.0,0,< 1 Year,Yes,25333.0,152.0,156,0
300254,Female,21,1,50.0,1,< 1 Year,No,26937.0,152.0,246,0
67407,Female,43,1,28.0,1,1-2 Year,No,27443.0,26.0,30,0
83411,Male,26,1,10.0,1,< 1 Year,No,32665.0,152.0,56,0
68446,Male,80,1,8.0,1,1-2 Year,No,62211.0,7.0,202,0
256078,Female,45,1,28.0,0,> 2 Years,Yes,88850.0,124.0,17,0
47957,Male,60,1,40.0,0,> 2 Years,Yes,26449.0,124.0,278,0
66852,Male,23,1,30.0,1,< 1 Year,No,29650.0,152.0,39,0
207366,Female,47,1,8.0,1,1-2 Year,Yes,31638.0,4.0,230,0
237734,Male,26,1,28.0,1,< 1 Year,No,29718.0,152.0,17,0
158346,Male,43,1,39.0,1,1-2 Year,No,26877.0,124.0,31,0
253050,Male,44,1,28.0,0,1-2 Year,No,36343.0,26.0,217,0
274329,Female,38,1,3.0,1,1-2 Year,Yes,2630.0,156.0,65,0
317641,Male,40,1,28.0,0,1-2 Year,Yes,37826.0,124.0,269,1
174525,Male,23,1,9.0,1,< 1 Year,No,2630.0,152.0,80,0
278943,Male,34,1,28.0,0,1-2 Year,Yes,48739.0,124.0,49,0
170587,Female,40,1,28.0,0,> 2 Years,Yes,50328.0,26.0,138,1
104560,Female,53,1,46.0,0,1-2 Year,Yes,35345.0,26.0,59,0
55539,Male,25,1,28.0,0,< 1 Year,Yes,44405.0,152.0,98,1
358024,Male,63,1,7.0,1,1-2 Year,No,32355.0,119.0,65,0
80243,Female,20,1,21.0,0,< 1 Year,Yes,40201.0,160.0,43,0
97598,Male,64,1,28.0,1,1-2 Year,No,35304.0,124.0,127,0
23209,Female,50,1,8.0,1,1-2 Year,No,39628.0,124.0,190,0
261226,Female,43,1,28.0,1,1-2 Year,No,37886.0,122.0,161,0
317757,Female,23,1,47.0,0,< 1 Year,No,31110.0,152.0,51,0
356727,Female,45,1,28.0,0,1-2 Year,Yes,2630.0,124.0,118,1
161563,Female,23,1,46.0,1,< 1 Year,No,19594.0,152.0,170,0
330768,Female,22,1,41.0,1,< 1 Year,No,32832.0,152.0,10,0
284560,Female,20,1,3.0,1,< 1 Year,No,36403.0,160.0,144,0
75279,Female,22,1,36.0,1,< 1 Year,No,26791.0,152.0,280,0
194928,Female,49,1,46.0,0,1-2 Year,Yes,35304.0,157.0,78,0
14211,Male,39,1,3.0,0,1-2 Year,Yes,57614.0,154.0,288,1
214549,Male,80,1,47.0,0,1-2 Year,Yes,22339.0,26.0,242,0
106700,Female,27,1,34.0,1,< 1 Year,No,2630.0,152.0,82,0
239679,Male,24,1,50.0,0,< 1 Year,Yes,41208.0,152.0,139,0
171425,Male,35,1,28.0,0,1-2 Year,Yes,39368.0,154.0,149,1
95671,Male,62,1,28.0,0,1-2 Year,Yes,61764.0,125.0,137,0
347533,Female,40,1,28.0,1,1-2 Year,No,25014.0,60.0,149,0
147915,Male,48,1,14.0,0,1-2 Year,Yes,31612.0,26.0,210,0
274589,Female,49,1,39.0,0,1-2 Year,Yes,43944.0,26.0,186,0
290823,Female,47,1,30.0,0,1-2 Year,Yes,34811.0,152.0,243,0
79334,Male,21,1,35.0,1,< 1 Year,No,37364.0,152.0,209,0
45515,Male,47,1,29.0,0,1-2 Year,Yes,33924.0,55.0,78,0
170332,Male,27,1,15.0,1,< 1 Year,No,50604.0,152.0,217,0
180762,Female,21,1,46.0,0,< 1 Year,Yes,28991.0,152.0,274,0
119316,Female,23,1,29.0,1,< 1 Year,No,30953.0,152.0,241,0
314656,Female,32,1,10.0,1,< 1 Year,No,36994.0,151.0,240,0
77024,Female,25,1,15.0,0,< 1 Year,No,2630.0,160.0,30,0
80908,Female,25,1,28.0,1,< 1 Year,No,21756.0,152.0,12,0
150568,Male,50,1,28.0,0,1-2 Year,Yes,31760.0,26.0,201,0
173642,Male,40,1,28.0,0,1-2 Year,Yes,43580.0,124.0,98,0
177410,Female,41,1,3.0,0,1-2 Year,Yes,34859.0,152.0,34,1
350846,Female,48,1,28.0,0,1-2 Year,Yes,41454.0,124.0,254,0
343331,Female,40,1,15.0,0,1-2 Year,Yes,46448.0,124.0,225,1
156432,Female,49,1,29.0,0,1-2 Year,Yes,28366.0,26.0,29,0
375263,Female,26,1,45.0,1,< 1 Year,No,27939.0,160.0,124,0
362491,Female,36,1,41.0,1,1-2 Year,No,32027.0,152.0,141,0
164005,Female,22,1,41.0,1,< 1 Year,No,2630.0,160.0,20,0
104398,Female,27,1,28.0,0,< 1 Year,Yes,30703.0,124.0,171,0
83913,Female,27,1,30.0,1,< 1 Year,No,25160.0,152.0,85,0
359225,Female,28,1,50.0,1,< 1 Year,No,40605.0,153.0,84,0
306986,Female,70,1,0.0,1,1-2 Year,Yes,2630.0,30.0,35,1
167299,Male,24,1,32.0,0,< 1 Year,Yes,32781.0,152.0,228,0
288519,Male,53,1,18.0,0,1-2 Year,Yes,2630.0,124.0,245,1
107870,Female,30,1,29.0,1,< 1 Year,No,40254.0,152.0,110,0
227934,Male,57,1,20.0,0,1-2 Year,Yes,2630.0,26.0,82,0
297929,Female,22,1,8.0,1,< 1 Year,No,37965.0,152.0,281,0
285175,Female,23,1,4.0,1,< 1 Year,No,48482.0,152.0,123,0
119050,Male,21,1,46.0,1,< 1 Year,Yes,32928.0,152.0,210,0
61819,Female,27,1,28.0,1,< 1 Year,No,57183.0,152.0,283,0
215393,Male,41,1,8.0,0,1-2 Year,Yes,2630.0,7.0,38,0
235525,Male,49,1,11.0,1,1-2 Year,No,32328.0,26.0,113,0
245646,Female,25,1,11.0,0,< 1 Year,Yes,63306.0,152.0,268,1
37782,Female,56,1,3.0,1,1-2 Year,No,38611.0,26.0,231,0
343394,Male,44,1,37.0,0,> 2 Years,Yes,30408.0,26.0,216,0
30852,Female,39,1,28.0,0,1-2 Year,No,37810.0,26.0,95,0
63654,Male,31,1,28.0,0,1-2 Year,Yes,2630.0,125.0,299,1
183605,Male,24,1,13.0,1,< 1 Year,No,31405.0,152.0,78,0
72349,Female,24,1,13.0,1,< 1 Year,No,28988.0,160.0,160,0
66495,Male,23,1,46.0,0,< 1 Year,Yes,23057.0,152.0,74,0
275663,Male,48,1,28.0,0,> 2 Years,Yes,2630.0,158.0,94,0
97764,Male,23,1,28.0,1,< 1 Year,No,27605.0,152.0,133,0
70886,Female,25,1,6.0,1,< 1 Year,No,43142.0,152.0,244,0
82527,Male,41,1,28.0,0,1-2 Year,No,39449.0,124.0,281,0
40154,Male,57,0,28.0,0,1-2 Year,Yes,2630.0,124.0,188,0
34591,Female,41,1,28.0,1,1-2 Year,No,34462.0,124.0,285,0
319569,Female,20,1,28.0,0,< 1 Year,Yes,2630.0,156.0,32,0
7521,Male,33,1,8.0,1,< 1 Year,No,2630.0,156.0,200,0
189485,Male,26,1,29.0,1,< 1 Year,No,25348.0,152.0,10,0
141162,Female,27,1,12.0,0,< 1 Year,No,47938.0,160.0,94,0
187702,Female,70,1,3.0,0,1-2 Year,Yes,44971.0,26.0,116,0
306404,Male,23,1,8.0,0,< 1 Year,Yes,49281.0,152.0,105,0
189518,Female,38,1,48.0,0,1-2 Year,Yes,2630.0,156.0,186,0
256372,Male,69,1,28.0,0,1-2 Year,Yes,40543.0,124.0,88,0
272316,Female,29,1,28.0,0,< 1 Year,Yes,27802.0,152.0,92,0
259470,Male,21,1,29.0,1,< 1 Year,No,48965.0,152.0,217,0
144582,Male,21,1,50.0,1,< 1 Year,No,34061.0,160.0,31,0
134510,Female,37,1,28.0,0,1-2 Year,Yes,70457.0,26.0,22,1
141433,Male,69,1,28.0,0,1-2 Year,Yes,34962.0,26.0,206,0
120639,Female,42,1,8.0,0,1-2 Year,Yes,31199.0,163.0,273,1
319478,Female,62,1,8.0,1,1-2 Year,No,63401.0,152.0,259,0
176211,Female,25,1,29.0,1,< 1 Year,No,32990.0,152.0,104,0
239487,Male,40,1,14.0,1,1-2 Year,No,34084.0,124.0,217,0
166253,Female,43,1,7.0,0,1-2 Year,Yes,2630.0,156.0,89,0
294192,Female,35,1,3.0,1,1-2 Year,No,22447.0,29.0,215,0
154774,Male,67,1,12.0,0,1-2 Year,Yes,2630.0,157.0,31,0
61858,Male,20,1,8.0,0,< 1 Year,No,29512.0,160.0,243,0
79670,Male,53,1,47.0,0,1-2 Year,Yes,33622.0,26.0,231,0
19267,Male,43,1,43.0,1,1-2 Year,No,51220.0,124.0,181,0
195184,Male,22,1,49.0,0,< 1 Year,Yes,37645.0,152.0,213,0
1542,Female,61,1,28.0,0,1-2 Year,No,35988.0,122.0,53,0
66898,Male,61,1,48.0,0,1-2 Year,Yes,2630.0,26.0,185,0
360129,Male,34,1,45.0,1,1-2 Year,No,42147.0,152.0,38,0
380395,Female,64,1,8.0,1,1-2 Year,No,2630.0,124.0,233,0
121363,Female,79,1,8.0,0,1-2 Year,Yes,40301.0,26.0,130,1
74910,Male,37,1,47.0,0,1-2 Year,Yes,35834.0,154.0,129,0
51776,Male,46,1,48.0,0,1-2 Year,Yes,2630.0,26.0,204,1
184025,Male,23,1,28.0,0,< 1 Year,Yes,26011.0,160.0,202,0
164558,Male,38,1,46.0,0,1-2 Year,Yes,52392.0,124.0,120,0
184136,Female,29,1,40.0,1,< 1 Year,No,2630.0,152.0,172,0
128782,Male,32,1,28.0,1,1-2 Year,Yes,51079.0,124.0,93,0
150999,Male,65,1,15.0,0,1-2 Year,No,26964.0,124.0,166,0
151317,Female,41,1,30.0,0,1-2 Year,Yes,28130.0,26.0,253,0
145268,Female,53,1,8.0,1,1-2 Year,No,37948.0,26.0,226,0
106058,Male,39,1,8.0,0,1-2 Year,No,67951.0,26.0,136,0
358077,Female,27,1,11.0,1,< 1 Year,No,26421.0,152.0,280,0
339214,Male,46,1,28.0,1,1-2 Year,No,41361.0,124.0,198,0
242197,Female,71,1,28.0,0,1-2 Year,Yes,23804.0,26.0,171,1
350146,Male,22,1,47.0,1,< 1 Year,Yes,43094.0,152.0,262,0
146235,Male,41,1,28.0,0,1-2 Year,Yes,29381.0,124.0,220,0
232536,Female,53,1,14.0,0,1-2 Year,Yes,31871.0,26.0,296,0
338201,Female,68,1,28.0,1,1-2 Year,No,68473.0,124.0,209,0
115810,Male,66,1,28.0,0,> 2 Years,Yes,43657.0,122.0,104,1
102357,Male,64,1,23.0,0,1-2 Year,Yes,39202.0,26.0,251,0
316340,Male,37,1,16.0,0,1-2 Year,Yes,2630.0,124.0,230,0
32096,Male,42,1,28.0,0,1-2 Year,Yes,41019.0,25.0,111,0
46508,Female,44,1,7.0,1,1-2 Year,No,2630.0,124.0,244,0
245052,Female,70,1,47.0,1,1-2 Year,No,28522.0,26.0,203,0
242342,Female,30,1,8.0,1,< 1 Year,No,35681.0,152.0,58,0
267644,Female,52,1,28.0,0,1-2 Year,Yes,39485.0,103.0,262,0
197819,Male,40,1,30.0,0,1-2 Year,Yes,22987.0,152.0,197,0
271929,Female,27,1,28.0,1,< 1 Year,No,34863.0,151.0,267,0
212017,Female,21,1,15.0,1,< 1 Year,No,24330.0,160.0,296,0
90585,Male,34,1,18.0,0,1-2 Year,Yes,29924.0,157.0,273,0
245869,Female,30,1,11.0,1,< 1 Year,No,34644.0,152.0,289,0
220839,Male,41,1,41.0,0,< 1 Year,Yes,2630.0,26.0,270,0
105023,Male,64,1,28.0,0,1-2 Year,Yes,46534.0,124.0,299,0
324798,Female,26,1,41.0,1,< 1 Year,No,2630.0,152.0,190,0
317432,Male,51,1,28.0,1,1-2 Year,No,28525.0,26.0,14,0
52222,Male,60,1,3.0,0,1-2 Year,No,2630.0,26.0,245,0
51224,Female,58,1,28.0,0,> 2 Years,Yes,45018.0,122.0,143,0
35048,Male,21,1,46.0,0,< 1 Year,Yes,28595.0,160.0,19,0
20743,Male,50,1,7.0,0,1-2 Year,Yes,36719.0,26.0,282,0
124672,Male,27,1,28.0,0,< 1 Year,No,2630.0,152.0,215,0
366356,Male,51,1,28.0,0,> 2 Years,Yes,47552.0,124.0,197,0
157407,Male,31,1,28.0,0,1-2 Year,Yes,35341.0,26.0,280,1
291316,Female,25,1,24.0,0,< 1 Year,No,26258.0,152.0,271,0
152357,Female,40,1,48.0,0,1-2 Year,Yes,2630.0,150.0,247,1
85213,Male,57,1,17.0,0,1-2 Year,Yes,2630.0,124.0,112,0
379271,Male,37,1,29.0,0,1-2 Year,Yes,65706.0,124.0,75,1
4874,Male,59,1,5.0,1,1-2 Year,No,2630.0,122.0,215,0
114659,Female,21,1,46.0,1,< 1 Year,No,24182.0,152.0,200,0
349368,Female,46,1,28.0,0,1-2 Year,Yes,31741.0,122.0,115,0
227205,Female,24,1,18.0,1,< 1 Year,No,27473.0,152.0,66,0
315517,Female,25,1,10.0,1,< 1 Year,No,46486.0,152.0,140,0
171659,Male,71,1,28.0,0,> 2 Years,Yes,57294.0,26.0,185,1
358271,Male,68,1,30.0,1,1-2 Year,No,2630.0,26.0,21,0
95322,Male,32,1,2.0,0,1-2 Year,Yes,2630.0,157.0,43,0
149365,Male,24,1,42.0,0,< 1 Year,No,32727.0,152.0,105,0
188862,Male,45,1,28.0,1,1-2 Year,No,42339.0,124.0,121,0
172465,Female,29,1,46.0,0,1-2 Year,Yes,33407.0,157.0,175,0
270869,Male,24,1,20.0,0,< 1 Year,Yes,2630.0,152.0,63,0
112202,Female,25,1,15.0,1,< 1 Year,No,2630.0,151.0,183,0
194977,Male,22,1,18.0,0,< 1 Year,Yes,27376.0,152.0,191,1
293883,Female,25,1,50.0,1,< 1 Year,No,33650.0,152.0,169,0
37372,Male,28,1,33.0,1,< 1 Year,No,38364.0,152.0,24,0
11458,Male,45,1,28.0,0,1-2 Year,Yes,23992.0,124.0,248,1
49363,Male,26,1,3.0,1,< 1 Year,No,23882.0,152.0,66,0
65287,Male,43,1,28.0,0,1-2 Year,No,33685.0,163.0,44,0
